Drug Protein Probability
Estazolam HTR2C 0.98622245
Estazolam NPR1 0.93803006
Estazolam ADRA2B 0.935492
Estazolam HMGCR 0.9805192
Estazolam ADRA1B 0.9443103
Estazolam GRIN3A 0.9336134
Estazolam HTR7 0.9082626
Estazolam SLC6A4 0.9051983
Estazolam DRD2 0.9534089
Estazolam NR3C1 0.92422265
Estazolam EGF 0.9047471
Estazolam CACNA1B 0.95587873
Estazolam PPCDC 0.97844267
Estazolam DBI 0.976913
Anastrozole CHRM1 0.9876226
Anastrozole ADRB1 0.98972404
Anastrozole NPR1 0.90522325
Anastrozole DRD3 0.96422446
Anastrozole GABRB2 0.9318469
Halofantrine DRD1 0.99118996
Halofantrine ADRB1 0.9926916
Halofantrine ADRA2A 0.97113323
Halofantrine SLC6A2 0.96175224
Halofantrine HTR7 0.9835576
Halofantrine DRD2 0.9601561
Halofantrine OPRM1 0.9490911
Halofantrine GABRA1 0.9796831
Halofantrine HTR1B 0.95743304
Dantrolene ADRB1 0.9824133
Dantrolene CALM1 0.9867437
Dantrolene ADRA1A 0.95795274
Dantrolene HTR2C 0.91974896
Dantrolene CHRNA4 0.9003081
Rifaximin PTGS1 0.96246076
Rifaximin HRH2 0.95172024
Ketamine ESR1 0.9573011
Ketamine AR 0.997997
Ketamine HTR3A 0.93419296
Ketamine CALM1 0.9993656
Ketamine OPRM1 0.9828493
Ketamine NR3C1 0.98852974
Ketamine FNTA 0.9739247
Budesonide CHRM1 0.99051005
Budesonide AR 0.9812015
Budesonide ADRA2A 0.91655827
Budesonide ADRB2 0.9918189
Budesonide SLC6A4 0.9795758
Aminophylline PTGS1 0.9993106
Aminophylline CHRM3 0.92827064
Aminophylline SCN5A 0.9923193
Aminophylline CHRM5 0.94689393
Aminophylline PTGS2 0.9973015
Aminophylline HTR2B 0.9222154
Aminophylline SLC6A2 0.985386
Aminophylline KCNMA1 0.96701574
Aminophylline CHRM2 0.9530064
Aminophylline HTR1B 0.92492425
Quetiapine NOS2 0.9956702
Quetiapine PTGS1 0.935955
Quetiapine ESR1 0.9675337
Quetiapine RARG 0.97100407
Quetiapine HRH4 0.99295783
Quetiapine ADRB1 0.9980088
Quetiapine SCN10A 0.9985905
Quetiapine SCN5A 0.9999373
Quetiapine NQO2 0.93545985
Quetiapine ACE 0.93173367
Quetiapine ALOX5 0.97408324
Quetiapine PTGS2 0.9808961
Quetiapine TYMS 0.9429528
Quetiapine OPRD1 0.99268275
Quetiapine ACHE 0.9033951
Quetiapine PTGIR 0.9744588
Quetiapine GABRA4 0.99729997
Quetiapine SLC6A2 0.97805554
Quetiapine PGR 0.9282952
Quetiapine OPRK1 0.93863153
Quetiapine SLC6A3 0.9556167
Quetiapine ADRB2 0.93948466
Quetiapine SLC6A4 0.9975273
Quetiapine KCNA1 0.9871623
Quetiapine GABRA1 0.999554
Quetiapine GRIK2 0.9866888
Quetiapine TNNC1 0.9054167
Quetiapine PDE4A 0.9473608
Quetiapine S100B 0.98824257
Quetiapine SCN2A 0.9511425
Quetiapine BCHE 0.9558724
Quetiapine GABRB2 0.9960473
Quetiapine NGB 0.944827
Quetiapine GABRG2 0.9951155
Quetiapine GABRG3 0.98814166
Quetiapine GABRR2 0.9833657
Quetiapine GABRD 0.9764435
Quetiapine KCND2 0.96940136
Quetiapine PGM1 0.95481026
Quetiapine CHRNG 0.96165556
Mivacurium PTGS1 0.9994242
Mivacurium DRD1 0.93674064
Mivacurium CHRM1 0.9739949
Mivacurium HRH2 0.91837287
Mivacurium ADRA2C 0.9959131
Mivacurium HTR2A 0.9922356
Mivacurium SLC6A2 0.97423494
Mivacurium CA4 0.9945966
Mivacurium ADRA2B 0.99721694
Mivacurium OPRM1 0.9832395
Mivacurium NR3C1 0.9411617
Mivacurium HTR1B 0.9723913
Mivacurium NRIP1 0.94652134
Paclitaxel PTGS1 0.99357235
Paclitaxel CHRM1 0.9979456
Paclitaxel AR 0.997971
Paclitaxel ADRB1 0.9892881
Paclitaxel SCN10A 0.9343156
Paclitaxel SCN5A 0.9887833
Paclitaxel ADRA2A 0.9977101
Paclitaxel TYMS 0.9953471
Paclitaxel HTR2A 0.9903447
Paclitaxel GABRA3 0.9562928
Paclitaxel HTR1D 0.978986
Paclitaxel NR3C1 0.9994986
Paclitaxel GABRA1 0.94515854
Paclitaxel NFKB1 0.99609536
Paclitaxel GABRB3 0.9324505
Metoclopramide ADRA2A 0.9049758
Metoclopramide SLC6A2 0.9878028
Metoclopramide CHRM2 0.91825306
Metoclopramide GABRB1 0.96804035
Dexamethasone PTGS1 0.90355635
Dexamethasone CHRM3 0.970509
Dexamethasone DRD5 0.97264344
Dexamethasone ADRB1 0.93535984
Dexamethasone PTGS2 0.99323505
Dexamethasone DHFR 0.9523259
Dexamethasone SLC6A2 0.9972832
Dexamethasone PDE4B 0.9541678
Dexamethasone GABRA3 0.9487831
Dexamethasone CHRM2 0.99601364
Dexamethasone SLC6A4 0.9967069
Dexamethasone CACNB2 0.93785644
Dexamethasone PDE6G 0.9482711
Dexamethasone GABRD 0.974498
Dexamethasone AHR 0.9003529
Sevoflurane HTR4 0.97904634
Sevoflurane KCNH2 0.98726153
Sevoflurane ADRB1 0.9927529
Sevoflurane CHRM4 0.918518
Sevoflurane SLC6A2 0.9959061
Sevoflurane GABRA3 0.9765521
Sevoflurane HTR2C 0.9339943
Sevoflurane CHRM2 0.99770254
Sevoflurane HMGCR 0.99879503
Sevoflurane PDE4D 0.93603235
Sevoflurane COMT 0.908147
Sevoflurane MAOA 0.9847147
Sevoflurane GABRB1 0.99115753
Sevoflurane GABRB3 0.94756347
Sevoflurane GABRB2 0.93446124
Sevoflurane CACNB2 0.9870401
Aripiprazole ADRB1 0.9999459
Aripiprazole GABBR1 0.93140906
Aripiprazole ACE 0.91546607
Aripiprazole HTR2B 0.9481454
Aripiprazole OPRD1 0.99939513
Aripiprazole MMAB 0.98971456
Aripiprazole SLC6A2 0.9845712
Aripiprazole OPRK1 0.9966666
Aripiprazole GRIN3A 0.9612227
Aripiprazole KCNJ1 0.96406883
Aripiprazole SLC6A3 0.99150026
Aripiprazole SLC6A4 0.9985764
Aripiprazole OPRM1 0.98236865
Aripiprazole GABRA1 0.9999665
Aripiprazole ADORA2A 0.98627394
Aripiprazole GABRB1 0.99365425
Aripiprazole GABRB2 0.9727691
Aripiprazole GABRG2 0.9943058
Gemfibrozil CHRM1 0.928037
Gemfibrozil TUBB 0.9445916
Gemfibrozil ADRA2A 0.9944231
Gemfibrozil ADRB2 0.9953269
Gemfibrozil CHRNA2 0.99451184
Gemfibrozil NR1I2 0.95481116
Gemfibrozil AHR 0.9405782
Clomipramine DRD1 0.9351449
Clomipramine CHRM3 0.98307264
Clomipramine CHRM1 0.9093737
Clomipramine DRD5 0.98398685
Clomipramine ADRB1 0.99688125
Clomipramine PDE5A 0.9297977
Clomipramine SCN5A 0.9978776
Clomipramine PTGS2 0.9939796
Clomipramine ADRA2A 0.9973736
Clomipramine HTR3A 0.9602763
Clomipramine DRD4 0.90376794
Clomipramine OPRD1 0.96335727
Clomipramine ADRA1A 0.9963977
Clomipramine GABRA3 0.9046536
Clomipramine ADRA2B 0.95186013
Clomipramine ADRA1B 0.9944377
Clomipramine DRD3 0.9936147
Clomipramine HTR7 0.9458482
Clomipramine OPRM1 0.9396328
Clomipramine GABRA1 0.9687085
Clomipramine TNNC1 0.91806334
Clomipramine GABRB3 0.9924827
Isocarboxazid ADORA1 0.9202824
Isocarboxazid DRD5 0.9897086
Isocarboxazid CHRM5 0.95602673
Isocarboxazid ADRA2A 0.94553244
Isocarboxazid ADRA2B 0.9608299
Isocarboxazid HTR7 0.9705959
Isocarboxazid OPRM1 0.9229136
Isocarboxazid BCHE 0.9287011
Docetaxel CHRM3 0.97854006
Docetaxel KCNH2 0.9832359
Docetaxel DRD5 0.98591703
Docetaxel SCN10A 0.9575357
Docetaxel SCN5A 0.93822795
Docetaxel GRIK1 0.9130388
Docetaxel ADRA1A 0.9694439
Docetaxel HTR2C 0.995544
Docetaxel CA4 0.9659593
Iodixanol CHRM1 0.958839
Iodixanol ADRB1 0.94202834
Iodixanol OPRD1 0.9718559
Iodixanol TOP2A 0.9782106
Iodixanol OPRM1 0.956025
Dasatinib ESR1 0.9662045
Dasatinib ADRB1 0.9778447
Dasatinib DRD4 0.9066803
Dasatinib EPOR 0.9316967
Dasatinib ADRB2 0.99898535
Dasatinib IMPDH2 0.94944805
Dasatinib CSF1R 0.9636074
Dasatinib MAPK3 0.9647172
Dasatinib PTPN11 0.9785565
Dasatinib BTK 0.95218337
Dasatinib PIK3CG 0.95283264
Dasatinib PRKCQ 0.93451715
Dasatinib GABRB2 0.9979984
Dasatinib CDH5 0.99796695
Dasatinib JAK1 0.9207118
Dasatinib GSN 0.9958294
Desonide ADRA1A 0.9116003
Desonide OPRM1 0.9712712
Desonide GABRA1 0.98987585
Sitagliptin ADRA1A 0.9697972
Sitagliptin DRD2 0.99674654
Posaconazole HTR3A 0.94938743
Darunavir PTGS1 0.9852594
Sunitinib CHRM3 0.9750209
Sunitinib DRD5 0.94487524
Sunitinib ADRA2A 0.9537115
Sunitinib DRD4 0.9724071
Sunitinib CHRM4 0.9983896
Sunitinib HTR2A 0.96015936
Sunitinib ADRA1A 0.98024356
Sunitinib GABRA3 0.95621145
Sunitinib CHRM2 0.99937004
Sunitinib DRD3 0.97934157
Sunitinib ADRB2 0.9976305
Sunitinib GABRA1 0.99637693
Sunitinib HTR1B 0.9099544
Sunitinib YES1 0.9525327
Sunitinib IRS1 0.94603384
Sunitinib NTRK1 0.92579776
Sunitinib TLR9 0.9393672
Sunitinib CSF2RB 0.90794027
Sunitinib CACNA1D 0.9964168
Sunitinib P2RY2 0.9913891
Sunitinib PTPRE 0.99026793
Sunitinib LGALS1 0.9334588
Varenicline CHRM1 0.9994306
Varenicline HTR2A 0.95218384
Varenicline HTR2C 0.9014966
Varenicline DRD3 0.91539645
Varenicline CHRNA2 0.9848626
Varenicline CHRNB2 0.9914458
Varenicline CSF1R 0.9061401
Hydralazine DRD1 0.9307744
Hydralazine GABRA1 0.91090924
Nelarabine DRD1 0.9207727
Nelarabine AR 0.97387505
Nelarabine ADRA2A 0.91930836
Nelarabine HTR2A 0.9999242
Nelarabine SLC6A2 0.9613744
Nelarabine CHRM2 0.90976477
Nelarabine ADRA1B 0.91992897
Nelarabine GRIN3A 0.9727056
Nelarabine TOP2A 0.99874073
Nelarabine NR3C1 0.9928074
Nelarabine GABRA1 0.9460611
Pirbuterol ADRA2A 0.98226327
Fosamprenavir ADRB1 0.9725543
Fosamprenavir ADRA2A 0.9398234
Fosphenytoin ADORA1 0.9794717
Fosphenytoin HTR3A 0.9222702
Fosphenytoin ADRA1A 0.96021056
Cefazolin CHRM3 0.9106178
Cefazolin ADRB1 0.9834005
Cefazolin ADRA2A 0.9960776
Cefoperazone ADRA2A 0.975615
Cefotetan CHRM1 0.9244072
Cefotetan SLC6A3 0.93687886
Cefoxitin SLC6A3 0.9736093
Pancuronium DRD1 0.93130493
Pancuronium ADRA1A 0.9023153
Pancuronium DRD2 0.90631783
Cilazapril PTGS2 0.9898164
Lithium DRD1 0.9585817
Lithium CHRM1 0.95563763
Lithium HTR1A 0.9385942
Lithium ADRA2C 0.9550565
Lithium ACHE 0.9886248
Lithium HTR2A 0.9235818
Lithium MAOB 0.92655253
Lithium MAOA 0.9788496
Lithium PGD 0.9784641
Iohexol GABRB3 0.92773634
Ephedrine PTGS1 0.939338
Ephedrine CHRM1 0.99132466
Ephedrine PTGS2 0.9930756
Ephedrine GABRA4 0.962022
Ephedrine CHRM2 0.90658486
Ephedrine GABRA1 0.9108963
Ephedrine HTR1B 0.9377798
Ephedrine PDE4D 0.92520213
Ephedrine SCN2A 0.9292059
Ephedrine GABRB3 0.9953825
Rasagiline CHRM5 0.9848124
Rasagiline DRD2 0.9570374
Rasagiline NR3C1 0.921567
Rasagiline GABRG3 0.96247303
Rasagiline GABRD 0.9597931
Magnesium BCL2 0.93487257
Magnesium SLC6A2 0.9328574
Magnesium ADRB2 0.9800136
Magnesium TOP2A 0.9786462
Magnesium NR3C1 0.9847222
Magnesium MTOR 0.97335964
Sodium bicarbonate SLC6A2 0.9741566
Bezafibrate F2 0.977375
Bezafibrate ESR1 0.99685365
Bezafibrate ADRB1 0.9878207
Bezafibrate ABCC8 0.9819665
Bezafibrate CHRM5 0.95132834
Bezafibrate PTGS2 0.99263376
Bezafibrate ADRA2A 0.99786395
Bezafibrate CA2 0.93292356
Bezafibrate ADRB2 0.9482612
Bezafibrate NR3C1 0.9921415
Bezafibrate AHR 0.957273
Bezafibrate NR1H3 0.9001064
Colchicine CHRM3 0.9194425
Neostigmine ADRB1 0.99980754
Neostigmine SLC6A2 0.9601607
Neostigmine GABRA3 0.944261
Neostigmine ADRB2 0.9887544
Neostigmine GABRA1 0.95050997
Neostigmine GABRB3 0.9121583
Danazol CHRM1 0.95382124
Danazol PTGS2 0.9905657
Danazol CALM1 0.94986314
Danazol ACHE 0.93151754
Danazol ADRA2B 0.99177116
Danazol SLC6A4 0.9844589
Danazol NR3C1 0.9697883
Danazol MAPK1 0.98214895
Danazol JUN 0.9684709
Danazol CACNB2 0.9343576
Danazol TNFSF11 0.95958143
Danazol ADAM17 0.9194675
Tiotropium HRH2 0.96364003
Tiotropium ADRA2A 0.92490506
Tiotropium TYMS 0.934825
Tiotropium SLC6A3 0.93996733
Tiotropium ADRB2 0.98889565
Tiotropium DRD2 0.95214856
Ciclesonide PTGS1 0.94758576
Ciclesonide AGTR1 0.9283382
Ciclesonide CHRM1 0.99510276
Ciclesonide ADRA2A 0.97399545
Ciclesonide OPRD1 0.90967125
Ciclesonide CHRM2 0.99108106
Ciclesonide ADRA1B 0.9092662
Ciclesonide GABRB3 0.99493545
Amrinone DRD1 0.9899879
Amrinone CHRM3 0.96842885
Amrinone ADRB1 0.9117855
Amrinone ADRA2A 0.9298733
Amrinone SLC6A2 0.96278447
Amrinone ADRA1A 0.9784449
Amrinone CHRM2 0.9381026
Amrinone ADRA1D 0.9133969
Amrinone NR3C1 0.9993851
Amrinone GABRA1 0.98797566
Bromazepam PTGS1 0.9162519
Bromazepam CHRM1 0.999977
Bromazepam DRD5 0.99900275
Bromazepam ADRB1 0.99882513
Bromazepam SCN10A 0.92412907
Bromazepam SCN5A 0.91340744
Bromazepam ABCC8 0.93983096
Bromazepam CHRM5 0.9898369
Bromazepam HTR1A 0.9399545
Bromazepam ADRA2C 0.9912907
Bromazepam GRIN2D 0.9842532
Bromazepam CACNA1C 0.92569923
Bromazepam HTR2A 0.9641659
Bromazepam PDE4B 0.97082055
Bromazepam ADRA1A 0.99997735
Bromazepam HTR2C 0.9991571
Bromazepam ADRA2B 0.95697224
Bromazepam ADRA1B 0.99719584
Bromazepam OPRK1 0.969537
Bromazepam KCNJ1 0.9457414
Bromazepam HTR7 0.9570132
Bromazepam HTR1D 0.9769051
Bromazepam ADRA1D 0.9956873
Bromazepam TSPO 0.94920844
Bromazepam TOP2A 0.95462024
Bromazepam DRD2 0.9969081
Bromazepam EGFR 0.9834683
Bromazepam OPRM1 0.9106052
Bromazepam NR3C1 0.9615546
Bromazepam HTR1B 0.9987796
Bromazepam PDE4D 0.91913974
Bromazepam BCHE 0.97845185
Bromazepam MAOB 0.9038485
Methamphetamine NOS2 0.9552714
Methamphetamine ADORA1 0.994659
Methamphetamine PTGS1 0.98086584
Methamphetamine DRD1 0.91092026
Methamphetamine AGTR1 0.96622425
Methamphetamine CHRM1 0.9751893
Methamphetamine AR 0.93916196
Methamphetamine DRD5 0.96734065
Methamphetamine PPARG 0.95343757
Methamphetamine ACE 0.9651648
Methamphetamine PTGS2 0.9843785
Methamphetamine HTR2A 0.96209466
Methamphetamine GABRA4 0.97317535
Methamphetamine ADRA1A 0.99161845
Methamphetamine CHRM2 0.99970394
Methamphetamine HMGCR 0.9395807
Methamphetamine ADRA1B 0.99296725
Methamphetamine GRIN3A 0.9962507
Methamphetamine NR3C1 0.923682
Methamphetamine GABRA1 0.9257864
Methamphetamine ADA 0.9196937
Methamphetamine GABRB3 0.96445936
Methamphetamine GABRG2 0.98481303
Methamphetamine GABRG1 0.97524977
Methamphetamine GABRR2 0.9207569
Methamphetamine GABRD 0.97657096
Ursodeoxycholic acid ESR1 0.94692695
Ursodeoxycholic acid NR3C1 0.99116266
Solifenacin SCN5A 0.9903319
Solifenacin HTR3A 0.9061259
Solifenacin ADRA2C 0.9000257
Solifenacin SLC6A2 0.9995097
Solifenacin HTR2C 0.97338223
Solifenacin TOP2A 0.9745958
Solifenacin OPRM1 0.9989741
Solifenacin GABRA1 0.91181076
Nitrazepam CHRM3 0.9514533
Nitrazepam KCNH2 0.9390894
Nitrazepam CHRM1 0.9986771
Nitrazepam SLC18A2 0.9311019
Nitrazepam ESR1 0.9994708
Nitrazepam ALDH2 0.9330433
Nitrazepam DRD5 0.94939274
Nitrazepam ACE 0.92739946
Nitrazepam ADRA2C 0.96478957
Nitrazepam DRD4 0.9923921
Nitrazepam HTR2B 0.97567534
Nitrazepam ADRA1A 0.97944045
Nitrazepam CA4 0.9792555
Nitrazepam ADRA2B 0.99013585
Nitrazepam HMGCR 0.97927517
Nitrazepam HTR1D 0.9668269
Nitrazepam SLC6A4 0.99534446
Nitrazepam NR3C1 0.9652308
Nitrazepam HTR1B 0.996813
Nitrazepam GRIA2 0.95015144
Nitrazepam MGAM 0.98906785
Nitrazepam IMPA1 0.9859115
Nitrazepam CHRNA7 0.92088574
Nitrazepam CACNB2 0.96557015
Nitrazepam CACNA1D 0.9957873
Nitrazepam CA3 0.9684425
Deferasirox CHRM3 0.98068386
Deferasirox CHRM1 0.9914129
Deferasirox SCN5A 0.9226792
Hydroxychloroquine CHRM3 0.99404496
Hydroxychloroquine KCNH2 0.93288267
Hydroxychloroquine CHRM1 0.9157902
Hydroxychloroquine PDE5A 0.9225025
Hydroxychloroquine CHRM5 0.91770244
Hydroxychloroquine ADRA1A 0.9978569
Hydroxychloroquine ADRA2B 0.91180474
Hydroxychloroquine ADRA1B 0.98739654
Hydroxychloroquine GRIN3A 0.96222895
Hydroxychloroquine ADRA1D 0.9278787
Amyl Nitrite CHRM3 0.9972837
Amyl Nitrite ADRB1 0.99782395
Amyl Nitrite ADRA2A 0.9761939
Amyl Nitrite CHRM4 0.9313374
Amyl Nitrite ACHE 0.92990285
Amyl Nitrite ADRA1A 0.94261914
Amyl Nitrite ADRA1B 0.92429465
Amyl Nitrite ADRB2 0.98795974
Amyl Nitrite ADRA1D 0.9188626
Amyl Nitrite GABRA1 0.9872006
Molindone ADRB1 0.98992
Molindone PPARG 0.92742753
Molindone PTGS2 0.9963547
Molindone ADRA2A 0.91463304
Molindone SLC6A2 0.99581546
Molindone CHRM2 0.9914807
Molindone SLC6A3 0.9590111
Molindone HTR1B 0.9868826
Thiothixene ADRA2A 0.97206736
Thiothixene SLC6A4 0.9806058
Thiothixene HTR1B 0.9514407
Lincomycin HTR1A 0.9137108
Roflumilast PTGS2 0.9886048
Roflumilast HMGCR 0.92593324
Roflumilast SLC6A4 0.93087375
Roflumilast GABRA1 0.9548127
Roflumilast GABRB3 0.91706395
Roflumilast CACNB2 0.95376444
Thiotepa ESR1 0.90021676
Thiotepa KCNMA1 0.9733385
Cyproterone DRD1 0.98865414
Cyproterone CHRM3 0.997109
Cyproterone PTGS2 0.91409653
Cyproterone ADRA2A 0.99533373
Cyproterone ADRA1A 0.98665744
Cyproterone HTR2C 0.9739402
Cyproterone ADRA1B 0.9546071
Tetrabenazine CHRM3 0.9981993
Tetrabenazine CHRM1 0.96779656
Tetrabenazine ME2 0.9589757
Tetrabenazine SCN5A 0.99956805
Tetrabenazine ADRA2A 0.9844661
Tetrabenazine HTR1A 0.97803473
Tetrabenazine TYMS 0.93557346
Tetrabenazine HTR2A 0.95871013
Tetrabenazine ADRA1A 0.9560241
Tetrabenazine GABRA3 0.97978
Tetrabenazine HTR2C 0.9974026
Tetrabenazine HTR1D 0.99670875
Tetrabenazine ADRA1D 0.96415174
Tetrabenazine DRD2 0.9911601
Tetrabenazine HTR1B 0.99718386
Tetrabenazine GABRR2 0.99382246
Ixabepilone SCN5A 0.93784887
Ixabepilone ADRA1A 0.9168857
Nebivolol HRH2 0.97121644
Nebivolol PPARG 0.94807965
Nebivolol TOP2A 0.9643018
Nebivolol GABRA1 0.98512775
Nebivolol AOC3 0.9287307
Milnacipran CHRM1 0.99408793
Milnacipran ABCC8 0.93703145
Milnacipran ADRA2A 0.962065
Milnacipran DRD4 0.9254772
Milnacipran HTR2A 0.9212708
Milnacipran ADRB2 0.98404515
Milnacipran GABRB1 0.97017056
Permethrin ESR1 0.9811187
Permethrin ACE 0.92412865
Permethrin ADRB2 0.99549013
Permethrin NR3C1 0.9323487
Methsuximide CHRM3 0.9379271
Methsuximide NR3C1 0.9973084
Rufinamide DRD2 0.9963348
Tapentadol ADORA1 0.996053
Tapentadol FARSA 0.92624754
Tapentadol CHRM3 0.9595958
Tapentadol CHRM1 0.9946871
Tapentadol CHRM5 0.9535068
Tapentadol ADRA2C 0.975086
Tapentadol ADRA1A 0.99847597
Tapentadol HTR2C 0.9898112
Prasugrel HTR2A 0.98201627
Prasugrel CHRM2 0.9262057
Prasugrel HTR1B 0.9161052
Tolvaptan DRD1 0.99193925
Tolvaptan CHRM2 0.9866963
Tolvaptan ADRA1B 0.99393386
Tolvaptan NR3C1 0.9035476
Asenapine PTGS1 0.9318232
Asenapine CHRM3 0.99796546
Asenapine CHRM1 0.9970385
Asenapine GABRR1 0.92372996
Asenapine ALDH2 0.95411676
Asenapine TLR7 0.9820462
Asenapine SCN5A 0.9534884
Asenapine ABCC8 0.9714068
Asenapine CHRM4 0.92891943
Asenapine GRIN2B 0.98568755
Asenapine OPRD1 0.94553137
Asenapine ACHE 0.97251296
Asenapine GABRA4 0.9691122
Asenapine SLC6A2 0.9585802
Asenapine GABRA3 0.9896966
Asenapine NPR1 0.99235755
Asenapine CHRM2 0.9787733
Asenapine HMGCR 0.99167085
Asenapine OPRK1 0.99486345
Asenapine GRIN3A 0.95841753
Asenapine HTR1D 0.99931216
Asenapine CHRNA2 0.997689
Asenapine TOP2A 0.95637643
Asenapine SLC6A4 0.9822954
Asenapine OPRM1 0.97708863
Asenapine NR3C1 0.9998323
Asenapine GABRA1 0.9992805
Asenapine ADORA2A 0.9939116
Asenapine PDPK1 0.9492537
Asenapine COMT 0.928614
Asenapine BCHE 0.9629447
Asenapine GABRB1 0.90177
Asenapine GABRG1 0.9346786
Asenapine GABRR2 0.9971812
Asenapine SCN4B 0.9615729
Asenapine HCN2 0.96633965
Rivaroxaban CHRM1 0.99997103
Rivaroxaban ADRB1 0.99827254
Rivaroxaban ADRA2A 0.95940727
Rivaroxaban HTR1A 0.9020948
Rivaroxaban CALM1 0.90059835
Rivaroxaban OPRD1 0.90167516
Rivaroxaban SLC6A2 0.9818256
Rivaroxaban ADRB2 0.94093716
Rivaroxaban OPRM1 0.9705903
Rivaroxaban HTR1B 0.942956
Alvimopan CHRM3 0.94256383
Alvimopan KCNH2 0.98167014
Alvimopan SCN5A 0.992336
Alvimopan ADRA2A 0.9678283
Alvimopan HTR2B 0.91523135
Alvimopan PDE4B 0.97738147
Alvimopan DRD2 0.9617701
Alvimopan CHRNA7 0.9024804
Alvimopan GABRR2 0.978626
Temsirolimus SCN5A 0.98281336
Saxagliptin SCN5A 0.94761443
Saxagliptin DRD3 0.91963494
Telavancin SCN5A 0.9943956
Dabigatran etexilate PTGS1 0.9129105
Dabigatran etexilate KCNH2 0.9080451
Dabigatran etexilate CHRM1 0.9999453
Dabigatran etexilate ADRB1 0.9950493
Dabigatran etexilate ABCC8 0.9478187
Dabigatran etexilate HTR1A 0.9933343
Dabigatran etexilate ADRA2C 0.9406413
Dabigatran etexilate ACHE 0.9948873
Dabigatran etexilate NR3C1 0.9611216
Betahistine CHRM1 0.9797079
Betahistine SLC6A2 0.9892664
Betahistine GABRA1 0.9799903
Methyltestosterone CHRM1 0.9693718
Methyltestosterone TOP2A 0.90638435
Naphazoline CHRM3 0.9709858
Naphazoline PTGS2 0.9691402
Naphazoline CHRM2 0.9847973
Naphazoline ADRB2 0.96580106
Naphazoline GABRA1 0.99484706
Methylnaltrexone CHRM1 0.97006845
Methylnaltrexone OPRD1 0.92196083
Methylnaltrexone SLC6A2 0.9532759
Methylnaltrexone HTR2C 0.9744372
Methylnaltrexone HTR1D 0.9787637
Methylnaltrexone DRD2 0.9608813
Methylnaltrexone GABRA1 0.9767581
Methylnaltrexone HTR1B 0.94650227
Methylnaltrexone GABRB2 0.9063329
Polidocanol CHRM1 0.98580813
Deferiprone GABBR1 0.9782736
Deferiprone HTR1A 0.9676765
Deferiprone NR3C1 0.9881092
Pitavastatin HRH2 0.9987006
Pitavastatin SCN5A 0.92963594
Pitavastatin PTGS2 0.996609
Pitavastatin CALM1 0.98637134
Pitavastatin SLC6A2 0.97248757
Pitavastatin ADRA1A 0.9143523
Pitavastatin GRIN3A 0.9741054
Pitavastatin SLC6A4 0.97555625
Pitavastatin DRD2 0.95152295
Pitavastatin OPRM1 0.9347384
Pitavastatin GABRA1 0.928549
